Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2024-09-13,Dark Harvest,2023,https://boxd.it/7jIuJP,2.5,,,2024-09-12
2024-09-16,The Crow,2024,https://boxd.it/7lcWbP,2,,,2024-09-15
2024-09-17,Jersey Girl,2004,https://boxd.it/7lFkM7,3.5,,,2024-09-16
2024-09-18,Trap,2024,https://boxd.it/7m2eFP,3.5,,,2024-09-17
2024-09-19,The Sixth Sense,1999,https://boxd.it/7mqPGj,5,Yes,,2024-09-18
2024-09-20,Brooklyn 45,2023,https://boxd.it/7mOX09,4,,,2024-09-19
2024-09-20,Offseason,2021,https://boxd.it/7mQGi5,2.5,,,2024-09-20
2024-09-22,City of Angels,1998,https://boxd.it/7nMXIl,3,,,2024-09-21
2024-09-25,The Ministry of Ungentlemanly Warfare,2024,https://boxd.it/7oPxIz,3.5,,,2024-09-22
2024-09-25,Bad Boys for Life,2020,https://boxd.it/7oPGMv,3,,,2024-09-22
2024-09-25,A Quiet Place,2018,https://boxd.it/7oPJhF,3.5,,,2024-09-22
2024-09-30,Striptease,1996,https://boxd.it/7rkoKr,2.5,,,2024-09-29
2024-09-30,Broil,2020,https://boxd.it/7rnfPt,2.5,,,2024-09-30
2024-10-01,G.I. Jane,1997,https://boxd.it/7rJxFF,3,,,2024-09-30
2024-10-02,The 4:30 Movie,2024,https://boxd.it/7s9vRr,4,,,2024-10-01
2024-10-02,Jay and Silent Bob Reboot,2019,https://boxd.it/7sccGv,3,Yes,,2024-10-02
2024-10-04,The Abominable Dr. Phibes,1971,https://boxd.it/7sZP4j,3,,,2024-10-03
2024-10-05,Serendipity,2001,https://boxd.it/7tApyV,2.5,,,2024-10-05
2024-10-06,Dr. Phibes Rises Again,1972,https://boxd.it/7u92JL,2.5,,,2024-10-06
2024-10-07,Cursed,2005,https://boxd.it/7uHNKp,2.5,,,2024-10-07
2024-10-08,Die Hard,1988,https://boxd.it/7vdO4N,5,Yes,,2024-10-08
2024-10-09,King of Texas,2002,https://boxd.it/7vwXAr,3.5,,,2024-10-08
2024-10-09,Red Eye,2005,https://boxd.it/7vAFXP,3,,,2024-10-08
2024-10-10,My Hero Academia: Heroes Rising,2019,https://boxd.it/7vOvLR,4,,,2024-10-09
2024-10-10,Something Wicked This Way Comes,1983,https://boxd.it/7w0QuB,4,,,2024-10-09
2024-10-11,The Lawnmower Man,1992,https://boxd.it/7wsWeF,3.5,,,2024-10-11
2024-10-13,Kingdom of the Planet of the Apes,2024,https://boxd.it/7xhV2l,3.5,,,2024-10-12
2024-10-13,Bad Taste,1987,https://boxd.it/7xxKG7,3.5,,,2024-10-13
2024-10-16,Dracula's Ex-Girlfriend,2024,https://boxd.it/7yOFT9,4,,,2024-10-15
2024-10-17,Paprika,2006,https://boxd.it/7zvsTr,3.5,,,2024-10-16
2024-10-17,A Quiet Place: Day One,2024,https://boxd.it/7zvwdf,3.5,,,2024-10-16
2024-10-17,Lawnmower Man 2: Beyond Cyberspace,1996,https://boxd.it/7zyjk9,3,,,2024-10-16
2024-10-18,Jackie Brown,1997,https://boxd.it/7A28C7,5,Yes,,2024-10-18
2024-10-20,Beetlejuice,1988,https://boxd.it/7B5Cir,4.5,,,2024-10-20
2024-10-20,House of the Dead,2003,https://boxd.it/7B7UOT,1.5,,,2024-10-20
2024-10-22,Habit,1995,https://boxd.it/7BRDRN,4.5,Yes,,2024-10-20
2024-10-22,Drácula,1931,https://boxd.it/7CeFQN,4,,,2024-10-21
2024-10-23,Stream,2024,https://boxd.it/7CEaeb,2.5,,,2024-10-22
2024-10-23,Nightwatch,1997,https://boxd.it/7CGxjx,2.5,,,2024-10-22
2024-10-25,One Fine Day,1996,https://boxd.it/7DCCND,3,,,2024-10-25
2024-10-27,The Cabinet of Dr. Caligari,1920,https://boxd.it/7Eiuht,5,,,2024-10-25
2024-10-27,Campfire Tales,1997,https://boxd.it/7EFMB3,2.5,,,2024-10-26
2024-10-28,Friday the 13th,1980,https://boxd.it/7Fk5v9,4.5,Yes,,2024-10-27
2024-10-30,Woman of the Hour,2023,https://boxd.it/7Gk73l,3.5,,,2024-10-30
2024-10-31,Perfect Blue,1997,https://boxd.it/7GNDhR,4.5,,,2024-10-31
2024-11-07,Seven Stages to Achieve Eternal Bliss,2018,https://boxd.it/7Kt9z3,3,,,2024-11-07
2024-11-08,In Her Skin,2009,https://boxd.it/7KUO6b,3,,,2024-11-08
2024-11-10,The Substance,2024,https://boxd.it/7LXPNF,5,,,2024-11-10
2024-11-11,Planet of the Apes,2001,https://boxd.it/7Mxxpd,2,,,2024-11-10
2024-11-15,Bedazzled,2000,https://boxd.it/7OnuFP,4,,,2024-11-14
2024-11-16,Apartment 7A,2024,https://boxd.it/7OSP9n,3,,,2024-11-16
2024-11-18,Tully,2018,https://boxd.it/7Q6oGh,3,Yes,,2024-11-17
2024-11-19,Frankie Freako,2024,https://boxd.it/7QyO4J,3.5,,,2024-11-18
2024-11-20,Yoga Hosers,2016,https://boxd.it/7QZxJp,2.5,,,2024-11-19
2024-11-20,Tusk,2014,https://boxd.it/7R25Jn,3,,,2024-11-20
2024-11-27,Howling III: The Marsupials,1987,https://boxd.it/7Uzvt9,2.5,,,2024-11-27
2024-11-28,Roman,2006,https://boxd.it/7V1xk5,3,,,2024-11-28
2024-11-30,May,2002,https://boxd.it/7VZ23x,3.5,,,2024-11-29
2024-12-02,Founders Day,2023,https://boxd.it/7Xc5ur,3,,,2024-12-01
2024-12-03,Salem's Lot,2024,https://boxd.it/7XHaKr,2.5,,,2024-12-03
2024-12-05,Conclave,2024,https://boxd.it/7Yt52b,4.5,,,2024-12-04
2024-12-05,Catwoman,2004,https://boxd.it/7Yxpun,2,Yes,,2024-12-04
2024-12-07,1978,2024,https://boxd.it/7ZqeQn,3.5,,,2024-12-06
2024-12-09,Things Heard & Seen,2021,https://boxd.it/80EkMD,2,Yes,,2024-12-09
2024-12-16,Free Willy,1993,https://boxd.it/849d0h,3,,,2024-12-14
2024-12-16,Heretic,2024,https://boxd.it/84c4yZ,3,,,2024-12-16
2024-12-17,Absentia,2011,https://boxd.it/84IWXt,3.5,,,2024-12-17
2024-12-18,Before I Wake,2016,https://boxd.it/85fPEb,3.5,,,2024-12-18
2024-12-23,Venom: The Last Dance,2024,https://boxd.it/888LFH,2.5,,,2024-12-22
2024-12-26,The Advent Calendar,2021,https://boxd.it/8a0Zpl,3.5,,,2024-12-25
2024-12-26,Good Boy,2022,https://boxd.it/8ayfH7,2.5,,,2024-12-25
2024-12-29,The Ballad of Ride the Cyclone,2024,https://boxd.it/8cO3YP,4.5,,,2024-12-28
2024-12-29,Mass,2021,https://boxd.it/8dizWr,5,,,2024-12-29
